id,doi,url,paper_id,title,authors,year,publication_date,venue,source_publication,abstract,keywords,full_text,database,search_engine,query,search_terms,retrieved_at,citation_count,influential_citation_count,is_open_access,open_access_pdf,comp_techniques,edu_approach,study_type,eval_methods,selection_stage,exclusion_reason,inclusion_criteria_met,relevance_score,is_duplicate,duplicate_of,status,notes,tags,created_at,updated_at,stage_source_id
9445,10.33871/22385800.2021.10.21.87-111,https://doi.org/10.33871/22385800.2021.10.21.87-111,10.33871/22385800.2021.10.21.87-111,O QUE DIZEM PROFESSORES POLIVALENTES LICENCIADOS EM MATEMÁTICA ACERCA DA AVERSÃO À MATEMÁTICA,Jocinéia Medeiros; Marcos Lübeck,2021,2021-05-25,REVISTA PARANAENSE DE EDUCAÇÃO MATEMÁTICA,,"O objetivo neste artigo é apresentar resultados de uma pesquisa que abordou a aversão àMatemática nos Anos Iniciais do Ensino Fundamental, a partir de um olhar sobre o que dizem, a esserespeito, professores polivalentes licenciados em Matemática da Rede Municipal de Ensino de Foz doIguaçu/PR. Por meio de uma investigação qualitativa, exploratória, pautada em estudos bibliográficos,documentos e um questionário respondido por vinte professores, sendo os dados analisados com umaabordagem inspirada na técnica da Análise Textual Discursiva, sobressaiu dela uma temática principal,denominada como Aversão à Matemática, e três temáticas secundárias, a saber, Matemática é Difícil,Causas e Enfrentamento. Dentre os resultados obtidos, o principal deles mostrou que esses professoresreconhecem que essa aversão acontece nos Anos Iniciais do Ensino Fundamental e que os estudantes,frequentemente, chegam à escola gostando dessa disciplina, porém, esse gostar inicial vai diminuindogradativamente conforme aumentam os níveis de complexidade dos conteúdos da grade curricular e asexigências do processo de ensino e aprendizagem no avançar dos anos escolares. Portanto, o estudo érelevante e traz contribuições para um debate sobre a aversão à Matemática e permite reflexões acercada prática educativa do professor polivalente, além de estimular a procura por formas alternativas ediferenciadas para intervir nessa problemática, especialmente nessa etapa da Educação Básica.",,,crossref,crossref,matemática AND tutor AND educacao,,2026-08-31 07:40:14,0.0,,0,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:14,2026-08-31 07:40:14,
9447,10.26843/rencima.v12n2a14,https://doi.org/10.26843/rencima.v12n2a14,10.26843/rencima.v12n2a14,Modelagem Matemática no Curso Técnico de Informática Integrado ao Ensino Médio: uma abordagem interdisciplinar,Elenice Josefa Kolancko Setti; Rodolfo Eduardo Vertuan,2021,2021-03-01,Revista de Ensino de Ciências e Matemática,,"Este artigo apresenta um estudo sobre a interdisciplinaridade no desenvolvimento de atividades de Modelagem Matemática em um curso técnico de Informática Integrado ao Ensino Médio, que objetivou investigar a existência de contribuições desse trabalho no que diz respeito à ressignificação de conceitos matemáticos e à aprendizagem de novos. O intuito era analisar as ações dos estudantes ao lidarem com os conceitos que emergiram no desenvolvimento das atividades e inferir acerca das influências das intervenções dos professores ao mediar essas ações. Para isso, desenvolveu-se três atividades de Modelagem, planejadas com o professor da área específica do curso. Inferiu-se, dentre outros aspectos, que o desenvolvimento de atividades de Modelagem Matemática contribuiu para a ressignificação e aprendizagem de conceitos matemáticos à medida que a investigação suscitava a presença dos mesmos, de modo que os estudantes puderam construir relações entre eles e relacioná-los com contextos extramatemáticos, mais especificamente, aqueles afins ao curso técnico correspondente, o que se alinha aos preceitos do ensino nos cursos técnicos dos institutos federais.",,,crossref,crossref,matemática AND tutor inteligente AND ensino,,2026-08-31 07:40:14,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:14,2026-08-31 07:40:14,
9449,10.37001/remat25269062v18id524,https://doi.org/10.37001/remat25269062v18id524,10.37001/remat25269062v18id524,Modelagem Matemática e Algoritmo de Programação Associados à Simulação Matemática do Volume de um Tanque,João Socorro Pinheiro Ferreira,2021,2021-01-01,Revista de Educação Matemática,,"Este artigo científico tem como objetivo apresentar os resultados de um relato de experiência de ações pedagógicas para a resolução de uma situação-problema sobre o volume de um líquido variando no interior de um tanque cilíndrico de base cônica, que engloba modelagem matemática e linguagem de programação, especificamente no que diz respeito à possibilidade de se inter-relacionar duas técnicas de ensino com uma finalidade comum: modelagem matemática e algoritmo de programação associadas à simulação matemática. Para atingir os objetivos, primeiramente modelamos matematicamente a situação-problema proposta com funções de duas variáveis reais positivas e três sentenças, mediante procedimentos matemáticos e posteriormente simulamos matematicamente os valores do raio R e da profundidade “d” do líquido no interior e “exterior” do tanque – diretamente no programa computacional desenvolvido. Os resultados dos estudos matemáticos e computacionais mostraram-se satisfatórios aos objetivos propostos aos estudos, isto porque, os valores obtidos por métodos distintos apresentaram os mesmos números reais.",,,crossref,crossref,matemática AND modelagem do aluno AND educacao,,2026-08-31 07:40:14,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:14,2026-08-31 07:40:14,
9494,10.32335/2238-0426.2021.11.27.5606,https://openalex.org/W4213299833,https://openalex.org/W4213299833,Ciência crítica autocrítica,Pedro Demo; Renan Antônio da Silva,2021,,Conhecer debate entre o público e o privado,,"Recordemos que a sigla STEM (Science, Technology, Engineering, Mathematics) vale quase como comando escolar para o sucesso produtivo e competitivo, sendo seguido à risca em escolas asiáticas, sobretudo as chinesas, que hoje ocupam o primeiro lugar no Programa Internacional de Avaliação de Alunos (Programme for International Student Assessment [PISA]) em leitura, ciência e matemática e fazem a glória do chamado instrucionismo global. Tal “pedagogia” sempre foi contestada, embora hoje reine soberana na indústria global da educação, atrelada ao mercado liberal. Diversos autores refletem não só pertinentes argumentações pedagógicas, mas experiência própria: a pedagogia chinesa, como exemplo, se mostra opressiva, domesticadora, brutal e leva muitos estudantes ao desespero - principalmente diante da matemática e ignorando que a aprendizagem, um processo evolucionário natural e de rara profundidade autoral e integral, implica o bem-estar físico e mental dos estudantes.",Humanities; Philosophy; Political science,,openalex,openalex,matemática AND avaliação AND educacao,,2026-08-31 07:40:15,1.0,,1,,Assessment,,,,screening,inclusion_criteria_not_met,year_range; language_pt; math_focus; has_abstract,1.4,False,,excluded,,,2026-08-31 07:40:15,2026-08-31 07:40:15,
9503,10.46312/pem.v14i34.12316,https://doi.org/10.46312/pem.v14i34.12316,10.46312/pem.v14i34.12316,Experiências Formativas na Licenciatura em Matemática,Eliane Matesco Cristovão; Jhone Caldeira Silva; Marli Duffles Donato Moreira,2021,2021-03-31,Perspectivas da Educação Matemática,,"Este artigo reúne experiências e reflexões dos três professores formadores da mesa redonda “Experiências Formativas no Curso de Licenciatura em Matemática” do evento XII WORKSHOP DE VERÃO EM MATEMÁTICA da Universidade de Brasília, realizado em 12 de fevereiro de 2020. Apresenta e discute práticas formativas inovadoras, desenvolvidas em universidades públicas do país, particularmente, nas Universidades Federais de Itajubá, de Goiás e de Viçosa. A primeira experiência está relacionada ao ensino de Matemática no contexto de projetos interdisciplinares, desenvolvida em articulação com a escola, por meio de um projeto de extensão e do Programa Residência Pedagógica (PRP). A segunda, refere-se a ações formativas proporcionadas a licenciandos junto ao Subprojeto PIBID Matemática Goiânia/UFG. A terceira experiência trata do uso do cinema no contexto de formação inicial de professores, fundamentada no aporte teórico de enculturação matemática. Essas experiências têm em comum a abordagem interdisciplinar no desenvolvimento profissional do futuro professor de Matemática.",,,crossref,crossref,matemática AND adaptivo AND educacao,,2026-08-31 07:40:16,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9506,10.5753/rbie.2021.29.0.97,https://openalex.org/W3127900800,https://openalex.org/W3127900800,Formação continuada de professores para uso de Tecnologias da Informação e Comunicação (TIC) no Brasil,Milena Jansen Cutrim Cardoso; Gil Derlan Silva Almeida; Thiago Coelho Silveira,2021,,Revista Brasileira de Informática na Educação,,"O presente trabalho analisa ações de formação continuada docente no Brasil que visam promover o uso pedagógico de TIC por professores. Para isso, foi realizada uma Revisão Sistemática de Literatura, com base em publicações filtradas no SciELO, Portal Periódicos da CAPES e Google Acadêmico. Foram identificados 32 artigos dentro da temática, o mais antigo publicado em 2006 e os mais novo em 2018, que revelaram que a maioria das ações utilizaram-se de elementos do ensino a distância e centraram-se em professores de matemática da educação básica pública. A análise dos resultados de formação indicou que as ações contribuíram para o estabelecimento de redes de relacionamento entre os docentes; a construção de conhecimentos e a revelação de significados sobre as TIC; bem como o uso, reflexão sobre a utilização e desenvolvimento de interesse na utilização das TIC, além da formação de conhecimentos disciplinares e a aprendizagem dos alunos.",Humanities; Continuing education; Philosophy; Psychology; Medicine,,openalex,openalex,matemática AND avaliação AND educacao,,2026-08-31 07:40:16,17.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9514,10.38090/recs.2595-9980.2021.v4.n6.65-82,https://openalex.org/W3157540184,https://openalex.org/W3157540184,ENSAIO ATIVIDADES DE APRENDIZAGEM NA ESCOLA,Felipe Freitas de Araújo Alves; Pedro Demo; Renan Antônio da Silva,2021,,Revista Educação e Ciências Sociais,,"Numa escola onde não existem ""atividades de aprendizagem"", apenas ""aula, prova e repasse"", podemos ter a disciplina mais férrea do mundo, e não vamos além do treinamento domesticador. Colocar os alunos para marchar é fútil, também porque não tem importância para a formação deles. Mas cuidar que a escola tenha ambiente de civilidade bem curtida, de interações respeitosas e colaborativas, de relacionamentos edificantes entre professores e alunos, de participação familiar e comunitária elevada, só faz bem. Também de modismos podemos aprender alguma coisa, mas são ventos que passam ao lado, por vezes distantes, desviando a atenção para o que mais dói na escola: ficar nela 12 anos e sair quase analfabeto, como é o caso em matemática: em 2017, apenas 4.52% dos estudantes do ensino médio aprenderam (Saeb, 2018). Para aprender, em especial aprender como autor (Demo, 2015), é importante que a escola tenha disciplina, não doutrine os estudantes, cultive a civilidade, mas principalmente precisa garantir o direito de aprender, que hoje está em pandarecos.",Humanities; Philosophy,,openalex,openalex,matemática AND personalizado AND educacao,,2026-08-31 07:40:16,2.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9516,10.4322/gepem.2022.010,https://doi.org/10.4322/gepem.2022.010,10.4322/gepem.2022.010,Avaliação de atividades remotas no Laboratório de Ensino de Matemática,Felipe Olavo Silva; Paula Monteiro Baptista; Rafael Filipe Novôa Vaz,2021,2021-01-05,Boletim GEPEM,,"A busca por práticas pedagógicas no ensino de matemática que rompam as aulas expositivas e centradas no professor tem motivado professores e educadores no desenvolvimento de estratégias didáticas diferenciadas. Neste sentido, a utilização de atividades de investigação e exploratórias em ambientes  como,  por  exemplo,  Laboratórios  de  Ensino  de  Matemática  (LEM),  pode  indicar caminhos interessantes sob o ponto de vista pedagógico para a condução das aulas de Matemática. De modo análogo, as práticas formativas de avaliação podem beneficiar a aprendizagem dos estudantes, principalmente aqueles com maiores dificuldades. Em nossas primeiras investigações constatamos a existência de uma conexão, teórica e prática, entre o LEM e a avaliação Formativa. No  entanto, após as medidas de  distanciamento  social necessárias durante a  pandemia,  foram implementadas as aulas remotas e o modelo híbrido. Neste artigo apresentamos e discutimos duas experiências docentes de utilização do LEM e da Avaliação Formativa no Ensino Remoto.",,,crossref,crossref,matemática AND avaliação AND ensino,,2026-08-31 07:40:16,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9517,10.26843/rencima.v12n5a17,https://doi.org/10.26843/rencima.v12n5a17,10.26843/rencima.v12n5a17,Heranças histórico-epistemológicas da modelagem matemática financeira escolar,Gleison De Jesus Marinho Sodré,2021,2021-08-25,Revista de Ensino de Ciências e Matemática,,"Este artigo objetiva evidenciar a problemática da transposição didática sobre a modelagem matemática financeira escolar a partir de versões dessa prática em fragmentos histórico-epistemológicos de obras de diferentes temporalidades. Para isso, descrevemos uma trajetória dessas práticas a partir de obras de diferentes contextos de produção social do cálculo de juros para o ensino, a fim de verificar a transposição didática dessa prática como produto de uma modelagem matemática específica à luz de recursos teórico-metodológicos da teoria antropológica do didático. Foram analisados fragmentos empíricos concernentes à formação inicial de professores a partir de problemáticas sobre o modelo matemático de financiamento em prestações fixas. Os resultados pontuados confirmam a hipótese da existência de uma prática social de modelagem matemática financeira que, em muitos aspectos, é preservada na instituição escolar. Esses resultados indicam possibilidades para responder, embora parcialmente, às problemáticas de interesse da teoria antropológica do didático, bem como estimulam futuras pesquisas sobre a história social de praxeologias para o ensino.",,,crossref,crossref,matemática AND adaptivo AND ensino,,2026-08-31 07:40:16,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9520,10.1590/s1413-24782021260022,https://openalex.org/W3152769080,https://openalex.org/W3152769080,Modelagem matemática na perspectiva da educação matemática crítica: abordagens na educação básica,Milene Nagila Mesquita; Amauri Jersi Ceolim; Rosefran Adriano Gonçales Cibotto,2021,,Revista Brasileira de Educação,,"RESUMO Este artigo apresenta alguns resultados de uma pesquisa cujo objetivo foi investigar percepções de professores participantes do Programa de Desenvolvimento Educacional (PDE) sobre atividades de Modelagem Matemática (MM), na perspectiva da Educação Matemática Crítica (EMC), na Educação Básica (EB). Foram investigados trabalhos publicados na página do PDE, sob a orientação de docentes da Universidade Estadual do Paraná (Unespar), campus de Campo Mourão. Os pressupostos teóricos foram baseados em Ole Skovsmose - EMC e alguns autores que abordam a MM no âmbito da EB. O emprego da Análise Textual Discursiva, sugerida por Roque de Moraes, possibilitou a construção de duas categorias que evidenciaram contribuições das atividades de MM para o ensino e a aprendizagem de matemática. Uma contempla o planejamento, a implementação e a avaliação das atividades de MM na EB, a outra evidencia a preocupação docente com a formação do senso crítico.",Humanities; Philosophy; Physics; Mathematics education; Mathematics,,openalex,openalex,matemática AND avaliação AND ensino,,2026-08-31 07:40:16,5.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9521,10.37001/emr.v26i71.2876,https://doi.org/10.37001/emr.v26i71.2876,10.37001/emr.v26i71.2876,"Cyberformação, produtos cinematográficos e produção de aulas de matemática",Marília Franceschinelli de Souza; Maurício Rosa,2021,2021-09-02,Educação Matemática em Revista,,"Esse artigo tem como objetivo analisar a experiência vivida por uma professora em um curso de Cyberformação com professoras/professores/professories de matemática, o qual buscava discutir e refletir sobre a responsabilidade social frente às macro/micro exclusões/inclusões na educação matemática por meio de Tecnologias Digitais (produtos cinematográficos, softwares, aplicativos). Para isso, o foco é dado nas produções realizadas por ela durante o curso, para compreendermos o movimento formativo vivenciado. Assim, consideramos que o curso de Cyberformação possibilitou repensar o ensino de matemática, encorajando-a a inserir discussões sociais e políticas em suas práticas. A experiência coloca luz à urgência de repensarmos o ser e o formar professoras/professores/professories de matemática, de forma a contribuir para uma formação docente crítica, cidadã e voltada à responsabilidade social.",,,crossref,crossref,matemática AND adaptivo AND educacao,,2026-08-31 07:40:16,0.0,,0,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9522,10.37001/remat25269062v17id392,https://doi.org/10.37001/remat25269062v17id392,10.37001/remat25269062v17id392,Tendências em Educação Matemática na percepção de professores de matemática,Lucas Rocha Santos; Mariana Lima Matos; Irani Parolin Sant’Ana,2021,2021-01-01,Revista de Educação Matemática,,"Ao longo da história do ensino e, especificamente, do ensino de Matemática, ocorreram reformas voltadas para metodologias e procedimentos de ensino. Os movimentos de internacionalização do ensino da matéria geraram várias discussões, e, ao longo do tempo, foram desenvolvidas metodologias, conhecidas como Tendências em Educação Matemática, nos Cursos de Licenciaturas e de Pós-Graduação. Neste estudo, objetivamos conhecer as concepções de professores de Matemática sobre essas tendências, de modo a responder à seguinte questão: Quais as percepções que professores de Matemática têm em relação às Tendências em Educação Matemática? Trata-se de uma pesquisa qualitativa, cujos dados foram coletados por meio de um questionário elaborado no Sistema de Formulários Google (Google Forms), enviado aos endereços eletrônicos dos professores selecionados. Os resultados obtidos possibilitaram-nos ter as seguintes informações: todos os professores eram licenciados; todos tiveram conhecimento das têndencias no período da Graduação, no Mestrado ou quando estudavam para concursos públicos; todos faziam uso das tendências em suas práticas de sala de aula e acreditavam proporcionar um ambiente de aprendizagem benéfico para os estudantes.",,,crossref,crossref,matemática AND adaptivo AND educacao,,2026-08-31 07:40:16,5.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9523,10.23925/2358-4122.2021v8i3p65-83,https://doi.org/10.23925/2358-4122.2021v8i3p65-83,10.23925/2358-4122.2021v8i3p65-83,Os Processos Avaliativos no Ensino de Matemática e os Documentos Oficiais,Alexandra Cristina Madeira França; Maria de Fátima Ramos Andrade,2021,2021-12-27,Ensino da Matemática em Debate,,"Este artigo tem como objetivo investigar os processos avaliativos utilizados pelos professores, no ensino da Matemática, considerando as diretrizes da Base Nacional Comum Curricular e da Deliberação CEE 155/2017. Trata-se de um estudo de cunho qualitativo, descritivo-analítico, tendo como procedimento a realização de entrevistas semiestruturadas com professores que atuam numa escola particular. Apoiamo-nos, como referencial teórico, nos estudos de Telma Weisz que tratam das concepções de aprendizagem e de Hoffmann, Luckesi e Perrenoud que abordam o conceito de avaliação. Os dados coletados foram submetidos à análise e divididos em dois eixos: “fundamentos da ação docente e aprendizagem da docência” e “concepções de aprendizagem e os processos avaliativos”. Constatamos, com a análise, que os professores não definem qual a concepção de aprendizagem que sustenta suas práticas pedagógicas. Além disso, eles afirmam que conhecem os documentos oficiais - Deliberação CEE 155/2017 e a BNCC -, mas não os utilizam, preferindo seguir as normas avaliativas institucionais.",,,crossref,crossref,matemática AND adaptivo AND ensino,,2026-08-31 07:40:16,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9524,10.22408/reva502020450e-5041,10.22408/reva502020450e-5041,612480306,A RESOLUÇÃO DE PROBLEMAS NO ENSINO DE MATEMÁTICA NO BRASIL,"Cardoso, Márcia Regina Gonçalves; de Oliveira, Guilherme Saramago",2021,,FaSF,,"O presente texto decorre de uma pesquisa de doutoramento que buscou investigar a Resolução de Problemas como campo de pesquisa e sua aplicação ao ensino de Matemática. Este estudo foi norteado pela busca de resposta ao seguinte questionamento: como é concebida a Resolução de Problemas nos documentos orientadores para o ensino de Matemática do MEC, nos livros didáticos de Matemática utilizados pelas escolas públicas e nas questões que compõem os exames nacionais para os anos iniciais do Ensino Fundamental? Buscou-se analisar se o mau desempenho dos alunos em Matemática nas avaliações oficiais está associado, em parte, a uma possível discordância quanto ao tratamento dado à Resolução de Problemas nas orientações oficiais do MEC (através dos PCN), nos livros didáticos e no próprio SAEB. A pesquisa demonstrou que o que é cobrado nas avaliações oficiais do SAEB, através da Prova Brasil, não se alinha às orientações do MEC/PCN para o ensino de Matemática, mas coincide com o que é trabalhado nas escolas públicas através dos livros didáticos",,,core,core,matemática AND avaliação AND educacao,,2026-08-31 07:40:16,,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9527,10.22408/reva602021103523-39,https://openalex.org/W3215970755,https://openalex.org/W3215970755,A METACOGNIÇÃO E ESTRATÉGIAS METACOGNITIVAS NO PROCESSO DE ENSINO E APRENDIZAGEM DA MATEMÁTICA,Anderson Oramísio Santos; Guilherme Saramago de Oliveira; Núbia dos Santos Saad,2021,,Revista Valore,,"Este artigo investiga e analisa os conceitos e interfaces da Metacognição e das Estratégias Metacognitivas no ensino e na aprendizagem da Matemática nos anos iniciais do Ensino Fundamental que favorecendo ao estudante o desenvolvimento melhorando assim, a aprendizagem e priorize a reflexão sobre a construção do conhecimento. Metodologicamente esta pesquisa trata-se de uma revisão de literatura, apoiada em teóricos embrenhados na temática, caracteriza-se como exploratória e bibliográfica. Cabe ressaltar, que embora alguns autores tenham apontado para a importância da Metacognição na aprendizagem, porém com poucos estudos explorados na área da Educação Matemática. Acredita-se que pelos resultados da pesquisa possam contribuir para futuras discussões relativas ao processo de aprendizagem em Matemática.",Philosophy; Humanities; Epistemology,,openalex,openalex,matemática AND tutor AND ensino,,2026-08-31 07:40:16,2.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9533,10.26843/rencima.v12n5a12,https://doi.org/10.26843/rencima.v12n5a12,10.26843/rencima.v12n5a12,Profissionalidade para o ensino de Matemática: o desenho como um saber para ensinar no primário (1925 a 1932),Débora Rodrigues Caputo; Maria Cristina Araújo de Oliveira,2021,2021-08-25,Revista de Ensino de Ciências e Matemática,,"O presente artigo sistematiza resultados de pesquisa de mestrado que teve como objetivo analisar historicamente o ensino de desenho no primário no período de 1925 a 1932 a partir do impresso pedagógico Revista do Ensino de Minas Gerais. Problematizou-se o saber desenho em relação à profissionalidade identificada para o seu ensino, que pode ser entendida como um conjunto de saberes para ensinar construídos na relação com os saberes a ensinar. O referencial teórico-metodológico utilizado na pesquisa se situa na História Cultural. Os resultados das análises indicam a existência de uma representação que, por intermédio do desenho, conseguia construir e fixar conceitos, em especial relacionados à matemática. Além disso, ele ora era usado como uma metodologia para a construção de novos conceitos, em especial matemáticos - tais como simetria, proporcionalidade, perspectiva-, ora como recurso pedagógico para concretizar conceitos, expressar aprendizagens ou mesmo fixa-las, sendo uma das etapas na proposta dos centros de interesse de Decroly. Tais usos do desenho faziam dele um elemento importante para a prática docente do professor, um saber para ensinar.",,,crossref,crossref,matemática AND tutor AND ensino,,2026-08-31 07:40:16,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9534,10.36661/2596-318x.2021v3n2,https://doi.org/10.36661/2596-318x.2021v3n2,10.36661/2596-318x.2021v3n2,MODELO DE ENSINO HÍBRIDO ROTAÇÕES POR ESTAÇÕES COMO PROPOSTA PARA O ENSINO  DE MATEMÁTICA,Paola Liandra Schildt Grasel; Rosangela Ferreira Prestes; João Carlos Krause,2021,2021-12-23,Educação Matemática Sem Fronteiras: Pesquisas em Educação Matemática,,"O presente artigo que tem como objetivo analisar experiências de professores de Matemática durante a realização de aulas de Ensino Híbrido com uso do modelo Rotação por Estações. A presente investigação é de cunho bibliográfico sob olhar qualitativo, a coleta de dados deu-se por meio da identificação de trabalhos publicados, sendo eles “artigos”, que descrevem experiências de professores de Matemática durante a realização de aulas de Ensino Híbrido com uso do modelo Rotação por Estações. Da análise realizada, verificaram-se evidências de que o modelo de Ensino Híbrido Rotação por Estações contribui para que os estudantes apropriem-se de conceitos matemáticos, por meio da realização nas estações de atividades independentes, fazendo uso de diferentes recursos, viabilizando, assim, que o ensino seja centrado no estudante, e o professor seja o mediador do processo de ensino e de aprendizagem.",,,crossref,crossref,matemática AND tutor AND ensino,,2026-08-31 07:40:16,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
9536,10.22600/1518-8795.ienci2021v26n1p145,https://openalex.org/W3164336488,https://openalex.org/W3164336488,PENSAMENTO CRÍTICO NO ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA: UMA REVISÃO BIBLIOGRÁFICA SISTEMÁTICA,Sandro Lucas Reis Costa; Naiara Briega Bortoloci; Fabiele Cristiane Dias Broietti; Rui Marques Vieira; Celina Tenreiro-Vieira,2021,,Investigações em Ensino de Ciências,,"O presente estudo analisa artigos sobre o pensamento crítico no Ensino de Ciências e Educação Matemática, assim como identifica os contextos de pesquisa em que o pensamento crítico se faz presente. Os procedimentos analíticos foram realizados a partir das etapas de uma revisão sistemática, descritas por Okoli (2015). Mediante um inventário identificou-se as características das publicações, e estabeleceram-se categorias relacionadas: às referências apresentadas nos artigos; às definições de pensamento crítico; e aos contextos de pesquisa. Os resultados evidenciaram: reduzido número de artigos envolvendo a temática (22 artigos); 8 artigos (36%) que mencionaram o termo pensamento crítico sem referenciar autores que discutem tal temática; e que, 13 artigos (59%) não apresentaram definições para o termo pensamento crítico. Com relação aos contextos de pesquisa, 13 artigos (59%) relataram que certas abordagens de ensino podem promover o pensamento crítico, sem entrar em discussões acerca de como ou porque esses processos ocorrem. Em relação às conclusões, destacam-se: a predominância em utilizar, unicamente, métodos qualitativos para avaliar o pensamento crítico e a necessidade de mais pesquisas que utilizam medidas em combinação com instrumentos qualitativos e quantitativos; a tendência dominante (20 artigos, 91%) em estudar a relação entre pensamento crítico e propostas de ensino e a necessidade de pesquisas que investigam outros contextos (currículo, percepções de licenciandos e professores, e avaliação); e a escassez de estudos sobre pensamento crítico no Ensino de Ciências no contexto nacional, apontando a necessidade do desenvolvimento dessa linha de pesquisa nacionalmente.",Humanities; Philosophy; Psychology,,openalex,openalex,matemática AND avaliação AND ensino,,2026-08-31 07:40:16,10.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2026-08-31 07:40:16,2026-08-31 07:40:16,
2111,10.34179/revisem.v5i1.12502,https://doi.org/10.34179/revisem.v5i1.12502,10.34179/revisem.v5i1.12502,Produção de Vídeos: uma proposta de Ensino Híbrido para o ensino de matemática,Luiz Fernando Frozza; Diego Fogaça Carvalho; Hallynnee Héllenn Pires Rossetto; Osmar Pedrochi Junior,2020,2020-04-22,Revista Sergipana de Matemática e Educação Matemática,,"Neste artigo temos por objetivo apresentar uma proposta para o ensino de matemática que procura utilizar a produção de vídeos e a utilização de ambientes virtuais, como o Google Classroom e YouTube, como recurso de suplementação das aulas presenciais, assumindo características do Ensino Híbrido, possibilitando ao professor e aos alunos se colocarem como produtores de vídeos com o intuito de aprender e disseminar suas formas de pensar matematicamente. Para exemplificar a proposta, apresentamos nossa perspectiva em forma de Trajetórias Hipotéticas de Aprendizagem, limitando-se à abordagem de uma questão do ENEM em dois contextos: a sala de aula, em que os alunos resolveram a questão e compartilharam suas soluções, e o vídeo gravado pelo professor, disponibilizado no ambiente virtual, em que se realiza a sistematização da questão em dois momentos. Concluímos que é possível utilizar diferentes recursos, aproveitando tecnologias disponíveis, baseada no conceito de THA e ao mesmo tempo satisfazendo um conceito de aula inovador como o Ensino Híbrido.",,,crossref,crossref,matemática AND mineração AND ensino,,2025-11-25 05:24:27,0.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2025-11-25 05:24:27,2026-08-31T04:40:12.536551,
2112,10.5335/rbecm.v3i3.11835,https://doi.org/10.5335/rbecm.v3i3.11835,10.5335/rbecm.v3i3.11835,"Inclusão escolar, ensino de matemática e pandemia: algumas considerações",Tatiana Bolivar Lebedeff; Thaís Philipsen Grutzmann,2020,2020-11-11,Revista Brasileira de Ensino de Ciências e Matemática,,"O presente artigo tem como objetivo problematizar e refletir sobre o conceito de Inclusão no que concerne ao ensino de Matemática. Para tanto, utiliza como pano de fundo as memórias docentes das autoras para discutir a formação de professores, os subsídios legais e as condições da escola para a Inclusão, tanto em situação de pré-pandemia como em momento de pandemia.",,,crossref,crossref,matemática AND mineração AND ensino,,2025-11-25 05:24:27,1.0,,1,,Não especificado,,,,screening,no_methodology,,1.4,False,,excluded,,,2025-11-25 05:24:27,2026-08-31T04:40:16.179128,
